ID,Date,Venue,T1,T2,T1_Mat,T1_BowlsFace,T1_OversBowl,T1_RunsScored,T1_4s,T1_6s,T1_RunsConceded,T1_WktsTaken,T1_W/L,T1_WktsLost,T2_Mat,T2_BowlsFace,T2_OversBowl,T2_RunsScored,T2_4s,T2_6s,T2_RunsConceded,T2_WktsTaken,T2_W/L,T2_WktsLost,Winner
470,11-Jun-22,Pallekele,Australia,Sri Lanka,150,16470,2853.3,21665,1803,844,21826,929,1.173,890,142,16298,2653,19150,1734,537,20814,743,0.67,981,T2
471,12-Jun-22,Cuttack,India,South Africa,140,16056,2671,21205,1851,780,20879,801,1.8,716,136,15230,2548,19661,1668,730,19886,843,1.266,752,T2
472,14-Jun-22,Visakhapatnam,India,South Africa,141,16176,2689.2,21346,1861,787,21027,807,1.764,722,137,15340,2568,19807,1682,737,20033,849,1.283,758,T1
473,17-Jun-22,Rajkot,India,South Africa,142,16296,2708.3,21519,1878,793,21156,816,1.784,727,138,15455,2588,19933,1692,741,20208,854,1.262,768,T1
474,3-Jul-22,Roseau,West Indies,Bangladesh,139,15625,2626,19307,1517,994,21155,767,0.759,889,91,10458,1674.1,11616,1065,313,13263,465,0.318,673,T1
475,7-Jul-22,Southampton,India,England,143,16417,2725.2,21682,1898,799,21237,824,1.803,733,138,15805,2606.3,20964,1904,783,20954,794,1.225,856,T1
476,7-Jul-22,Providence,West Indies,Bangladesh,140,15747,2646,19490,1531,1004,21311,773,0.772,894,92,10578,1694.1,11764,1076,319,13455,470,0.314,679,T1
477,9-Jul-22,Birmingham,India,England,144,16537,2744.5,21871,1921,804,21377,834,1.823,741,139,15922,2626.3,21099,1917,788,21149,801,1.206,866,T1
478,10-Jul-22,Nottingham,India,England,145,16657,2761.5,22029,1938,808,21497,843,1.843,749,140,16024,2646.3,21218,1930,792,21319,808,1.187,876,T2
479,27-Jul-22,Bristol,South Africa,England,139,15556,2608,20013,1699,743,20375,860,1.241,777,141,16146,2666.3,21420,1944,805,21516,817,1.203,883,T2
480,28-Jul-22,Cardiff,South Africa,England,140,15676,2628,20203,1717,752,20607,866,1.222,785,142,16268,2686.3,21641,1953,825,21706,825,1.218,889,T1
481,29-Jul-22,Tarouba,India,West Indies,146,16778,2781.5,22218,1957,818,21706,849,1.807,758,141,15857,2666,19648,1540,1015,21469,777,0.784,899,T1
482,31-Jul-22,Southampton,South Africa,England,141,15796,2644.4,20401,1733,761,20756,876,1.238,788,143,16368,2706.3,21782,1969,828,21910,828,1.2,899,T1
483,1-Aug-22,Basseterre,India,West Indies,147,16899,2801.5,22391,1975,824,21827,857,1.826,764,142,15979,2686,19764,1548,1021,21651,783,0.775,907,T2
484,2-Aug-22,Basseterre,India,West Indies,148,17017,2821.1,22521,1979,832,21966,862,1.792,774,143,16097,2705.4,19900,1560,1026,21785,793,0.787,912,T1
485,6-Aug-22,Lauderhill,India,West Indies,149,17132,2841.1,22679,1994,838,22127,866,1.811,777,144,16217,2724.4,20059,1575,1034,21949,796,0.777,917,T1
486,7-Aug-22,Lauderhill,India,West Indies,150,17252,2860.2,22857,2008,846,22256,875,1.83,782,145,16332,2744.4,20183,1586,1041,22136,801,0.768,927,T1
487,10-Aug-22,Kingston,New Zealand,West Indies,136,15426,2558,19561,1605,799,20179,811,0.942,888,146,16426,2764.4,20275,1596,1045,22324,807,0.759,937,T1
488,12-Aug-22,Kingston,New Zealand,West Indies,137,15546,2578,19737,1618,808,20347,818,0.957,893,147,16546,2784.4,20437,1608,1055,22509,812,0.75,944,T1
489,14-Aug-22,Kingston,New Zealand,West Indies,138,15666,2598,19940,1632,821,20468,826,0.971,898,148,16666,2804.4,20556,1616,1062,22717,817,0.741,953,T2
490,28-Aug-22,Dubai (DSC),India,Pakistan,151,17375,2876,23035,2026,853,22356,885,1.849,789,152,17685,2893.2,21478,1918,669,21430,903,1.412,959,T1
491,1-Sep-22,Dubai (DSC),Sri Lanka,Bangladesh,144,16536,2683.1,19416,1761,546,21091,748,0.674,997,94,10819,1731,12034,1097,325,13751,478,0.305,691,T1
492,4-Sep-22,Dubai (DSC),India,Pakistan,152,17493,2895.5,23169,2036,858,22502,895,1.867,794,153,17804,2913,21620,1931,673,21573,908,1.39,969,T2
493,6-Sep-22,Dubai (DSC),India,Sri Lanka,153,17613,2915.4,23336,2052,863,22682,900,1.833,801,146,16771,2723.1,19757,1791,559,21437,759,0.697,1011,T2
494,9-Sep-22,Dubai (DSC),Pakistan,Sri Lanka,155,18039,2953,21920,1956,686,21879,920,1.421,983,147,16890,2743.1,19925,1803,567,21610,767,0.709,1015,T2
495,11-Sep-22,Dubai (DSC),Pakistan,Sri Lanka,156,18155,2970,22024,1960,689,21999,925,1.4,993,148,16993,2762.2,20044,1812,572,21730,776,0.72,1020,T2
496,20-Sep-22,Mohali,India,Australia,155,17854,2955.3,23711,2083,879,22964,912,1.818,811,151,16591,2873.2,21837,1821,849,21998,935,1.157,895,T2
497,20-Sep-22,Karachi,Pakistan,England,157,18277,2990,22157,1969,693,22161,931,1.378,1003,144,16469,2726.3,21876,1975,829,22098,833,1.181,909,T2
498,22-Sep-22,Karachi,Pakistan,England,158,18397,3009.2,22311,1979,698,22319,935,1.358,1010,145,16585,2746.3,22029,1996,830,22256,840,1.196,913,T1
499,23-Sep-22,Nagpur,India,Australia,156,17974,2974.5,23915,2099,892,23173,918,1.785,817,152,16707,2893.2,22040,1846,858,22206,941,1.171,901,T1
500,23-Sep-22,Karachi,Pakistan,England,159,18514,3029.2,22509,1995,707,22518,940,1.373,1010,146,16706,2766,22224,2013,839,22459,840,1.179,918,T2
501,25-Sep-22,Hyderabad (Deccan),India,Australia,157,18018,2982.5,24001,2107,898,23263,921,1.803,821,153,16755,2900.4,22129,1856,862,22296,945,1.154,906,T1
502,25-Sep-22,Karachi,Pakistan,England,160,18635,3049.2,22657,2006,713,22737,943,1.352,1018,147,16826,2786,22437,2040,845,22611,847,1.194,921,T1
503,28-Sep-22,Thiruvananthapuram,India,South Africa,158,18137,3002.5,24177,2119,909,23448,927,1.821,825,142,15916,2661.2,20583,1758,762,20851,886,1.253,793,T1
504,28-Sep-22,Lahore,Pakistan,England,161,18756,3068.4,22818,2019,716,22897,952,1.367,1022,148,16943,2806,22594,2060,848,22774,851,1.176,931,T1
505,30-Sep-22,Lahore,Pakistan,England,162,18870,3088.4,22952,2027,721,23033,959,1.382,1032,149,17063,2825,22726,2072,852,22911,859,1.159,938,T2
506,2-Oct-22,Guwahati,India,South Africa,159,18237,3022.5,24281,2126,916,23554,935,1.839,827,143,16036,2678,20683,1767,766,20961,888,1.234,801,T1
507,2-Oct-22,Lahore,Pakistan,England,163,18990,3103.1,23116,2038,729,23202,961,1.362,1038,150,17150,2845,22893,2098,856,23077,865,1.173,940,T2
508,4-Oct-22,Indore,India,South Africa,160,18359,3042.5,24508,2151,929,23775,938,1.857,830,144,16159,2698,20891,1782,778,21194,890,1.215,804,T2
509,5-Oct-22,Carrara,Australia,West Indies,154,16876,2920.3,22310,1872,871,22478,949,1.138,913,149,16780,2824.4,20697,1626,1069,22862,824,0.752,955,T1
510,7-Oct-22,Christchurch,Pakistan,Bangladesh,164,19110,3123.1,23250,2050,731,23404,962,1.342,1046,95,10939,1750.2,12207,1112,331,13930,485,0.301,698,T1
511,7-Oct-22,Brisbane,Australia,West Indies,155,16995,2940.3,22448,1887,872,22620,957,1.152,920,150,16901,2844.3,20827,1635,1075,23003,831,0.744,964,T1
512,8-Oct-22,Christchurch,Pakistan,New Zealand,165,19230,3143.1,23412,2068,735,23545,970,1.357,1051,139,15786,2617,20083,1643,825,20612,828,0.957,905,T1
513,9-Oct-22,Christchurch,New Zealand,Bangladesh,140,15906,2635.2,20223,1654,829,20759,832,0.944,913,96,11059,1770.2,12344,1124,336,14096,490,0.297,706,T1
514,9-Oct-22,Perth,England,Australia,151,17270,2865,23085,2116,864,23216,873,1.188,943,156,17115,2960.3,22616,1906,878,22760,965,1.166,927,T1
515,11-Oct-22,Christchurch,Pakistan,New Zealand,166,19340,3163.1,23555,2084,738,23685,978,1.371,1055,141,16013,2655.2,20362,1665,833,20895,840,0.958,915,T2
516,12-Oct-22,Christchurch,New Zealand,Bangladesh,142,16110,2675.2,20482,1671,839,21025,847,0.972,916,97,11179,1788.1,12475,1134,338,14237,492,0.293,714,T1
517,12-Oct-22,Canberra,England,Australia,152,17391,2885,23285,2140,873,23412,881,1.202,949,157,17235,2980.3,22802,1921,887,22966,971,1.15,936,T1
518,13-Oct-22,Christchurch,Pakistan,Bangladesh,167,19460,3179.2,23675,2099,738,23811,979,1.352,1062,98,11299,1808.1,12626,1151,340,14440,497,0.289,721,T1
519,14-Oct-22,Christchurch,Pakistan,New Zealand,168,19580,3199.2,23846,2117,739,23984,984,1.366,1065,143,16230,2695.2,20680,1684,850,21179,854,0.986,921,T1
